absolute_difference_similarity_1	absolute_difference_similarity_2	absolute_difference_similarity_3	absolute_difference_similarity_4	absolute_difference_similarity_5	absolute_difference_similarity_6	absolute_difference_similarity_7	absolute_difference_similarity_8	absolute_difference_similarity_9	absolute_difference_similarity_10	absolute_difference_similarity_11	absolute_difference_similarity_12	absolute_difference_similarity_13	absolute_difference_similarity_14	absolute_difference_similarity_15	absolute_difference_similarity_16	absolute_difference_similarity_17	absolute_difference_similarity_18
0.00807255506515503	0.006958663463592529	0.02630215883255005	0.026192784309387207	0.004125416278839111	0.04485511779785156	0.004724323749542236	0.036491990089416504	0.012056350708007812	0.2597745656967163	0.14764350652694702	0.20046359300613403	0.0711333155632019	0.002772033214569092	0.1843906044960022	0.004823803901672363	0.2823370099067688	0.03970777988433838
0.036722779273986816	0.17729884386062622	0.010151952505111694	0.1672307550907135	0.08779966831207275	0.02696061134338379	0.047414302825927734	0.04350548982620239	0.02868211269378662	0.012237131595611572	0.021555066108703613	0.11366832256317139	0.19528180360794067	0.08281224966049194	0.011307895183563232	0.05839639902114868	0.057734787464141846	0.024707317352294922
0.2012503743171692	0.08084964752197266	0.018095582723617554	0.17312821745872498	0.07063823938369751	0.24067524075508118	0.12990954518318176	0.1667269468307495	0.0708913505077362	0.03144332766532898	0.24321648478507996	0.1412789225578308	0.17483823001384735	0.1837410181760788				0.10308068990707397
0.008925765752792358	0.06764990091323853	0.34609097242355347				0.1873130202293396	0.24437075853347778	0.19008660316467285				0.007177233695983887	0.07389360666275024	0.11469656229019165	0.02927553653717041	0.10454428195953369	0.04346361756324768
0.097199946641922				0.03040337562561035	0.08056062459945679	0.06030768156051636	0.006970465183258057	0.02224147319793701	0.09305059909820557	0.05938553810119629	0.16951984167099				0.17908714711666107	0.22291123867034912	0.004550375044345856
			0.2696729600429535	0.14548125863075256	0.16081592440605164	0.2982769310474396	0.1584222912788391	0.02432793378829956	0.12798276543617249	0.17857913672924042	0.2736740857362747	0.07520681619644165	0.11255079507827759	0.1883755326271057	0.08363348245620728	0.009579300880432129	0.028070151805877686
0.40292055159807205	0.156673826277256	0.09196779131889343	0.44908785820007324	0.12969130277633667	0.11248910427093506	0.3479902744293213	0.20000508427619934	0.04239797592163086	0.10568836331367493	0.10978260636329651	0.4079396426677704	0.138968825340271	0.011613011360168457	0.019528627395629883	0.08812791109085083	0.09903848171234131	0.04749166965484619
0.24496465921401978	0.16801846027374268	0.039091408252716064	0.05402094125747681	0.08367955684661865	0.0813525915145874	0.07435232400894165	0.10636931657791138	0.04075366258621216	0.10957008600234985	0.03984987735748291	0.05517292022705078	0.020411431789398193	0.12219506502151489	0.10307556390762329	0.10343503952026367	0.09322226047515869	0.11169087886810303
0.10313141345977783	0.08763808012008667	0.1984080970287323	0.04217180609703064	0.18392175436019897	0.16223448514938354	0.04186522960662842	0.16246944665908813	0.03117746114730835	0.08041244745254517	0.21683847904205322	0.044220566749572754	0.06914681196212769	0.030351758003234863	0.03562271595001221	0.07243341207504272	0.1236962080001831	0.016142308712005615
0.03754037618637085	0.1594889760017395	0.06269985437393188	0.2181188464164734	0.04007601737976074	0.08058935403823853	0.000560760498046875	0.036044031381607056	0.03208303451538086	0.33122582733631134	0.03154289722442627	0.3093181699514389	0.08189573884010315	0.014554411172866821	0.10768470168113708	0.0642540454864502	0.06433656811714172	
0.036258041858673096	0.017643511295318604	0.1272728443145752	0.09047287702560425	0.1152833104133606	0.020826995372772217	0.04041069746017456	0.1130189299583435	0.01494443416595459	0.19139611721038818	0.08120810985565186	0.08252066373825073	0.05282396078109741	0.013859450817108154	0.07584768533706665	0.01537632942199707	0.06782454252243042	0.02489006519317627
0.20884115993976593	0.016430117189884186	0.3822641596198082	0.23292917013168335	0.06773644685745239	0.10679221153259277	0.04220062494277954	0.2430134415626526	0.05056864023208618	0.002337515354156494	0.21592959761619568	0.0900561511516571	0.05927720665931702	0.19172874093055725	0.015634536743164062	0.008997499942779541	0.17506906390190125	0.017022252082824707
0.07689356803894043	0.08728504180908203	0.11611932516098022	0.023842215538024902	0.1452779471874237	0.18983200192451477	0.0195159912109375	0.12193208932876587	0.09370696544647217	0.03847765922546387	0.11820870637893677	0.1590116322040558	0.04057672619819641	0.12477707862854004	0.21556097269058228	0.0023828744888305664	0.2356225848197937	0.1807352900505066
0.23343271017074585	0.22121137380599976	0.04432690143585205	0.011556565761566162	0.08319368958473206	0.16198185086250305	0.36305147409439087	0.2278514802455902	0.048515111207962036	0.30194324254989624	0.17474240064620972	0.15354299545288086	0.18577724695205688	0.20775863528251648	0.043602317571640015	0.1956748366355896	0.04884892702102661	0.055665433406829834
0.270823210477829	0.11098623275756836	0.028680264949798584	0.40464308857917786	0.036034226417541504	0.03771096467971802	0.05717158317565918	0.14421260356903076	0.2009795904159546	0.16986829042434692	0.11201262474060059	0.11623960733413696	0.04904770851135254	0.15702462196350098	0.15360695123672485	0.054512083530426025	0.03900414705276489	0.040557146072387695
0.05567967891693115	0.017428338527679443	0.11101001501083374	0.029928267002105713	0.07966738939285278	0.13203489780426025	0.12104690074920654	0.03342384099960327	0.24226945638656616	0.1744052767753601	0.20328134298324585	0.22004812955856323	0.3166055679321289	0.16298431158065796	0.06550544500350952	0.1665647029876709	0.05384737253189087	0.19186264276504517
0.11820220947265625	0.050850510597229004	0.1317046880722046	0.06778252124786377	0.16611790657043457	0.13506430387496948	0.023007690906524658	0.020812392234802246	0.0009025335311889648	0.04571753740310669	0.17450153827667236	0.23019105195999146	0.01424020528793335	0.28130024671554565	0.06296801567077637	0.31597334146499634	0.10009580850601196	0.4000037908554077
0.17082622647285461	0.0893426239490509	0.07904475927352905	0.12200531363487244	0.05399596691131592	0.13073992729187012	0.05608046054840088	0.20685803890228271	0.035977721214294434	0.14701169729232788	0.021984249353408813	0.1997424066066742				0.13426998257637024	0.10557159781455994	0.045237720012664795
0.07972264289855957	0.0272253155708313	0.08665212988853455	0.22907093167304993	0.1705799698829651	0.07592040300369263	0.21422326564788818	0.03238457441329956	0.12038278579711914	0.06915703415870667	0.07992646098136902	0.13385987281799316	0.1684996485710144	0.12936970591545105	0.4945929944515228	0.08357185125350952	0.33783578872680664	0.03488427400588989
0.44210556149482727	0.04854482412338257	0.07438641786575317	0.08437091112136841	0.09722942113876343	0.031026244163513184	0.033907413482666016	0.08110404014587402	0.06949460506439209	0.014874756336212158	0.07617378234863281	0.018350958824157715	0.0071561336517333984	0.336916521191597	0.3043874651193619	0.05218476057052612	0.09771013259887695	0.13406187295913696
0.026778817176818848	0.14172667264938354	0.052378952503204346	0.08681327104568481	0.003785848617553711	0.005079090595245361	0.01955556869506836	0.0850563645362854	0.06584793329238892	0.053969383239746094	0.005815446376800537	0.0058089494705200195	0.022222280502319336	0.055622220039367676	0.009734630584716797	0.020527303218841553	0.04230630397796631	0.07950317859649658
0.1853993535041809	0.09136378765106201	0.09163466095924377	0.08786740899085999	0.07905691862106323	0.27364909648895264	0.20067885518074036	0.12335017323493958	0.07929420471191406	0.1847827136516571	0.34310540556907654	0.0377424955368042	0.07426345348358154	0.04204380512237549	0.02225393056869507	0.02617800235748291	0.0032767057418823242	0.014814019203186035
0.6261740922927856	0.014921247959136963	0.030794620513916016	0.08687973022460938	0.10941588878631592	0.0003794431686401367	0.2659755349159241	0.07139897346496582				0.03988069295883179	0.01983088254928589	0.019409775733947754	0.0021859407424926758	0.04821509122848511	0.03557842969894409	0.06740134954452515
0.1201343834400177	0.085743248462677	0.1840667426586151	0.12202885746955872	0.06662869453430176	0.047750771045684814	0.4037586599588394	0.30608130991458893	0.19556742906570435	0.121082603931427	0.11116379499435425	0.3862246572971344	0.020238667726516724	0.3999101519584656	0.1776810884475708	0.07928711175918579	0.02429121732711792	0.09715694189071655
0.21179014444351196	0.024318993091583252	0.3893970400094986	0.0898924395442009	0.31729642301797867	0.01702219247817993	0.052322179079055786	0.4166662096977234	0.4087062180042267	0.23864778876304626	0.12559771537780762	0.30410175025463104	0.17332206666469574	0.21867507696151733	0.016193747520446777	0.020759224891662598	0.19629836082458496	0.027167439460754395
0.03870183229446411	0.022396504878997803	0.047234416007995605	0.06003868579864502	0.12718456983566284	0.22919964790344238	0.022494077682495117	0.12433236837387085	0.069935142993927	0.10705298185348511	0.04600411653518677	0.0350612998008728	0.048322856426239014	3.886222839355469e-05	0.026583373546600342	0.1474543809890747	0.05685019493103027	0.20146965980529785
0.12384563684463501	0.005108773708343506	0.00758206844329834	0.03455519676208496	0.008370041847229004	0.08707863092422485	0.0628591775894165	0.06243175268173218	0.02878594398498535	0.022863149642944336	0.059320151805877686	0.06957662105560303	0.05841761827468872	0.20210188627243042	0.10815566778182983	0.05072838068008423	0.09655970335006714	0.25773102045059204
0.11883240938186646	0.03178584575653076	0.17241114377975464	0.04512917995452881	0.09158352017402649	0.09616920351982117	0.1345158815383911	0.2140166461467743	0.17623624205589294	0.055663108825683594	0.2481069266796112	0.2618162930011749	0.35213059186935425	0.3830962823703885	0.14293075073510408	0.21156281232833862	0.05930900573730469	0.13508938252925873
0.05708122253417969	0.022929728031158447	0.07396504282951355	0.08396443724632263	0.07679879665374756	0.3191431760787964	0.019017398357391357	0.2555724084377289	0.10098245739936829	0.06778034567832947	0.1104004979133606	0.1326196789741516	0.01855716109275818	0.013808280229568481	0.16057351231575012	0.11490041017532349	0.26467156410217285	0.18663454055786133
0.061246275901794434	0.07443267107009888	0.056047677993774414	0.10164535045623779	0.052663981914520264	0.12395179271697998	0.029257595539093018	0.06184709072113037	0.18436649441719055	0.06251412630081177	0.03190454840660095	0.18241441249847412	0.20881712436676025	0.22420525550842285	0.12952011823654175	0.12632644176483154	0.13561296463012695	0.24253660440444946
0.31456077098846436	0.036841392517089844	0.12233936786651611	0.03299272060394287	0.13245737552642822	0.036685407161712646	0.0119515061378479	0.11303378641605377	0.2778376191854477	0.16029241681098938	0.32306671142578125	0.04341071844100952	0.2885407507419586	0.23454692959785461	0.26985499262809753	0.28625568747520447	0.0831940770149231	0.0858081579208374
0.07884484529495239	0.09919708967208862	0.25555190443992615	0.008342623710632324	0.20581915974617004	0.012823104858398438	0.07862475514411926	0.20627173781394958	0.09514230489730835	0.14558839797973633	0.01697850227355957	0.07752853631973267	0.04006040096282959	0.12762868404388428	0.05394256114959717	0.12716621160507202	0.08842521905899048	0.03556162118911743
0.005842089653015137	0.05884122848510742	0.05257683992385864	0.052470624446868896	0.1946505904197693	0.040446341037750244	0.04651641845703125	0.1626589298248291	0.047882676124572754	0.13397163152694702	0.07489120960235596	0.1949041783809662				0.003146648406982422	0.0917862057685852	0.4026704430580139
0.008777588605880737	0.04531267285346985	0.05728501081466675	0.05444002151489258	0.15476489067077637	0.16076093912124634						0.2185412347316742	0.07531419396400452	0.04194122552871704	0.009804695844650269	0.09660011529922485	0.0030109286308288574	0.06624306738376617
0.008883923292160034	0.3267855942249298	0.17552149295806885	0.23224127292633057	0.2189570665359497	0.010114789009094238	0.016773521900177002	0.009006321430206299	0.10400766134262085	0.1529828906059265	0.006217360496520996	0.05322080850601196	0.026512444019317627	0.21437087655067444	0.2826113998889923	0.14827150106430054	0.24977093935012817	0.18998992443084717
0.05803370475769043	0.04331773519515991	0.11966174840927124	0.08850044012069702	0.011325836181640625	0.019965052604675293							0.05167412757873535	0.46945884823799133	0.026250436902046204	0.567950651049614	0.2090003490447998	0.1285826563835144
