absolute_difference_similarity_1	absolute_difference_similarity_2	absolute_difference_similarity_3	absolute_difference_similarity_4	absolute_difference_similarity_5	absolute_difference_similarity_6	absolute_difference_similarity_7	absolute_difference_similarity_8	absolute_difference_similarity_9	absolute_difference_similarity_10	absolute_difference_similarity_11	absolute_difference_similarity_12	absolute_difference_similarity_13	absolute_difference_similarity_14	absolute_difference_similarity_15	absolute_difference_similarity_16	absolute_difference_similarity_17	absolute_difference_similarity_18
0.0583195686340332	0.14855051040649414	0.12789565324783325	0.07851725816726685	0.05581772327423096	0.21988916397094727	0.07818228006362915	0.06750452518463135	0.07176876068115234	0.06235861778259277	0.047592759132385254	0.07235699892044067	0.20482605695724487	0.3555797338485718	0.19587445259094238	0.07743853330612183	0.007946610450744629	0.14795100688934326
0.09632402658462524	0.022514045238494873	0.07885301113128662	0.03780144453048706	0.08025962114334106	0.16756421327590942	0.0006222724914550781	0.19547873735427856	0.18825280666351318	0.10966837406158447	0.07995861768722534	0.10812002420425415	0.004535675048828125	0.28622472286224365	0.1397222876548767	0.08383351564407349	0.2400045096874237	0.32415416836738586
				0.15753120183944702	0.0897541344165802	0.015016049146652222	0.2933780550956726	0.2383265495300293	0.05146169662475586	0.006625533103942871	0.06126999855041504	0.09206068515777588	0.012358307838439941	0.012155413627624512	0.10155624151229858	0.11508417129516602	0.4868803471326828
0.2189192771911621	0.19367462396621704	0.29571911692619324	0.08857506513595581	0.32847335934638977	0.010477602481842041	0.07083874940872192	0.0400736927986145	0.039069294929504395	0.11137539148330688	0.10388368368148804	0.15927135944366455	0.04036027193069458	0.08823919296264648	0.0874900221824646	0.07059705257415771	0.06707930564880371	0.07955533266067505
0.11173802614212036	0.045540452003479004	0.0299566388130188	0.15115201473236084	0.16987252235412598	0.02492004632949829	0.06866568326950073	0.03320223093032837	0.06908631324768066	0.005345284938812256	0.12777763605117798	0.0242806077003479	0.16528701782226562	0.004893958568572998	0.04848426580429077	0.03543645143508911	0.04482203722000122	0.0964430570602417
0.1056128591299057	0.08804014325141907	0.12117022275924683	0.061871886253356934	0.15470415353775024	0.08873230218887329	0.04347509145736694	0.2075204849243164	0.07750225067138672	0.12831270694732666	0.26949477195739746	0.23865970969200134	0.2697317898273468	0.3284059166908264	0.27055519819259644	0.04687917232513428	0.31002548336982727	0.20724210143089294
	0.017029881477355957				0.28689044713974	0.17594903707504272	0.20154735445976257	0.09063130617141724	0.36893537640571594	0.005454957485198975				0.11786213517189026	0.015435248613357544	0.028933048248291016	0.09078830480575562
0.028092682361602783	0.043443381786346436	0.10613971948623657	0.028730034828186035	0.03060150146484375	0.008437514305114746	0.09966233372688293	0.17380765080451965	0.02927243709564209	0.007916688919067383	0.06522613763809204	0.12576907873153687	0.19462108612060547	0.0016301870346069336	0.055925190448760986	0.20152026414871216	0.09499233961105347	0.20062559843063354
0.05751991271972656	0.09263968467712402	0.07545626163482666	0.07118010520935059	0.07655590772628784	0.07215303182601929	0.020709455013275146	0.05977451801300049	0.0763816237449646	0.05550873279571533	0.01716846227645874	0.1624329388141632	0.25235554575920105	0.20828068256378174	0.10565638542175293	0.14097148180007935	0.1337260603904724	0.19371294975280762
0.06313371658325195	0.0919991135597229	0.0106964111328125	0.0536612868309021	0.027441024780273438	0.07417106628417969	0.08235269784927368	0.12011653184890747	0.2713320553302765	0.14257481694221497	0.18252408504486084	0.1601635217666626	0.11715620756149292	0.16307806968688965	0.13687175512313843	0.11431211233139038	0.044905245304107666	0.1473991870880127
			0.2343110740184784	0.07065120339393616	0.1548868715763092	0.040677547454833984	0.29593536257743835	0.3036901652812958	0.08508187532424927	0.10794708132743835	0.030853301286697388	0.048574298620224	0.07896047830581665	0.266243040561676	0.16551274061203003	0.2007024884223938	0.2835383713245392
0.06748050451278687	0.1710580587387085	0.21063804626464844	0.004141569137573242	0.19133684039115906	0.2518415153026581	0.17208200693130493	0.26068079471588135	0.23483431339263916	0.15364187955856323	0.0934458076953888	0.07817426323890686	0.15277373790740967	0.2551676332950592	0.18444836139678955	0.06870421767234802	0.025458455085754395	0.29752224683761597
0.17297574877738953	0.13474461436271667	0.2013978362083435	0.013289928436279297	0.025480031967163086	0.2053050994873047	0.034805357456207275	0.048568785190582275	0.12499606609344482	0.0918455719947815	0.03998500108718872	0.022907257080078125	0.11964941024780273	0.03323569893836975	0.03558775782585144	0.2726011276245117		
0.024771273136138916	0.2139105200767517	0.1825440526008606	0.03761178255081177	0.18321841955184937	0.05317467451095581	0.02604830265045166	0.130992591381073	0.09370166063308716	0.11103236675262451	0.1663188636302948	0.032364070415496826	0.0014394521713256836	0.09134271740913391	0.06597596406936646	0.02268335223197937	0.20636513829231262	0.03459864854812622
0.110382080078125	0.09100747108459473	0.042681097984313965	0.020556867122650146	0.035093069076538086	0.15533268451690674	0.028087079524993896	0.026879489421844482	0.09223926067352295	0.13169091939926147	0.12117362022399902	0.18894124031066895	0.307827889919281	0.08180820941925049	0.01461261510848999	0.10127103328704834	0.09988528490066528	0.020708978176116943
0.23119691014289856	0.09254294633865356	0.1966787874698639	0.38807931542396545	0.3296174108982086	0.0911252498626709	0.2024298906326294	0.3872186541557312	0.052090905606746674	0.6175227984786034	0.07432693243026733	0.0024410486221313477	0.30543479323387146	0.15756812691688538	0.19674193859100342	0.007928907871246338	0.22140929102897644	0.13811510801315308
0.25014662742614746	0.21975892782211304	0.05674424767494202	0.39398351311683655	0.026727616786956787	0.07754576206207275	0.2350200116634369	0.025936394929885864	0.3246172219514847	0.050151556730270386	0.46710626780986786	0.29505446553230286	0.0049787163734436035	0.18621405959129333	0.02536684274673462	0.118634432554245	0.0879441648721695	0.2642120271921158
0.031591713428497314	0.020053088665008545	0.017460167407989502	0.03262341022491455	0.0579717755317688	0.0927354097366333	0.0018465518951416016	0.0764036774635315	0.06452906131744385	0.14073395729064941	0.1260039210319519	0.05776691436767578	0.08124959468841553	0.025844275951385498	0.031548142433166504	0.09276694059371948	0.11095046997070312	0.049836575984954834
0.07280856370925903	0.004192352294921875	0.06123453378677368	0.006981611251831055	0.06538212299346924	0.037123143672943115	0.004901111125946045	0.031139492988586426	0.024929583072662354	0.07176309823989868	0.04044985771179199	0.14230471849441528	0.007708609104156494	0.009797871112823486	0.04614579677581787	0.03656810522079468	0.06935238838195801	0.08473598957061768
0.1320096254348755	0.4794716611504555	0.018040277063846588	0.5685317516326904	0.20730161666870117	0.029467463493347168	0.08775866031646729	0.18277230858802795	0.09860122203826904	0.23640409111976624	0.052117347717285156	0.02922368049621582	0.020770490169525146	0.06204104423522949				0.4047880470752716
0.049105167388916016	0.3320777118206024	0.016005799174308777	0.5460542589426041	0.00433272123336792	0.23963728547096252	0.020121008157730103	0.015663087368011475	0.12871485948562622	0.06061661243438721	0.2862998843193054	0.05434465408325195	0.11979198455810547	0.13585805892944336	0.014524281024932861	0.10792163014411926	0.004191040992736816	0.29964759945869446
0.3830510079860687	0.06258565187454224	0.05112910270690918	0.047750771045684814	0.02165818214416504	0.3018204867839813	0.22580131888389587	0.19556742906570435	0.20220863819122314	0.02404242753982544	0.06085151433944702	0.026430368423461914	0.1831376850605011	0.05395913124084473	0.1465282142162323	0.03798699378967285	0.022010385990142822	0.14378893375396729
0.1476670801639557	0.13224071264266968	0.033696651458740234	0.019267141819000244	0.10094094276428223	0.07107728719711304	0.08441036939620972	0.16404008865356445	0.024692237377166748	0.0002446174621582031	0.05486190319061279	0.0858110785484314	0.02443385124206543	0.12746262550354004	0.003652811050415039			
0.011866748332977295	0.06305164098739624	0.04616844654083252	0.03386521339416504	0.039345383644104004	0.010125815868377686	0.034257352352142334	0.5472648739814758	0.007627114653587341	0.5375247150659561	0.01500028371810913	0.02497732639312744	0.13697898387908936	0.07438397407531738	0.21307843923568726	0.014305353164672852	0.06232559680938721	0.053230226039886475
	0.1474393606185913	0.09349209070205688	0.014495372772216797	0.050810039043426514	0.019305944442749023	0.011160731315612793	0.22899562120437622	0.19096970558166504	0.020130395889282227	0.05484497547149658	0.10823136568069458	0.13908326625823975				0.10152000188827515	0.07979273796081543
0.02016952633857727	0.17887194454669952	0.3639879375696182	0.09782862663269043	0.04737401008605957	0.3108843266963959	0.07972952723503113	0.2846004366874695	0.1973460614681244	0.3191557824611664	0.10379618406295776	0.10524827241897583	0.05222102999687195	0.18877550959587097	0.23691749572753906	0.15571796894073486	0.12835220992565155	0.41969655454158783
0.05575960874557495	0.05218738317489624	0.020999431610107422	0.0696488618850708	0.08977895975112915	0.06988579034805298	0.09340590238571167	0.1280469298362732	0.12036728858947754	0.06763267517089844	0.05653822422027588	0.047182440757751465	0.04253262281417847	0.001122593879699707	0.06318831443786621	0.11619168519973755	0.10509699583053589	0.03881943225860596
0.2441839575767517	0.16985565423965454	0.09792786836624146	0.021176040172576904	0.0013321638107299805	0.12312394380569458	0.1274571418762207	0.08626627922058105	0.0523223876953125				0.1566639542579651	0.014913558959960938	0.059108465909957886	0.23095348477363586	0.2246016263961792	0.03814566135406494
0.18471413850784302	0.014524519443511963	0.09017795324325562	0.092862069606781	0.6744161397218704	0.08920294046401978	0.5041046887636185	0.0039122700691223145	0.047077953815460205	0.11489167809486389	0.046198636293411255	0.05563423037528992	0.06189599633216858	0.12363964319229126	0.17209361493587494	0.20667363703250885	0.09805929660797119	0.0915118157863617
0.03240698575973511	0.029734313488006592	0.056650400161743164	0.043637096881866455	0.14850449562072754	0.09192723035812378	0.14202839136123657	0.09325379133224487	0.18479564785957336	0.1637548804283142	0.26440420746803284	0.04824703931808472	0.21976035833358765	0.23883786797523499				0.13817936182022095
0.09868401288986206	0.013711750507354736	0.2241479754447937	0.40428537130355835	0.45555126667022705	0.07504147291183472	0.17461085319519043	0.008169710636138916	0.06191456317901611	0.025664925575256348	0.11862540245056152	0.3511427007615566	0.030282098799943924	0.5241244807839394	0.1241256594657898	0.057113707065582275	0.06099405884742737	0.12458887696266174
0.1318327784538269	0.00868380069732666				0.035423457622528076	0.15811115503311157	0.08654692769050598	0.08256247639656067	0.01151186227798462	0.04850882291793823	0.0776972770690918	0.03327763080596924	0.14880767464637756	0.08719173073768616	0.0010200738906860352	0.10220062732696533	0.04654502868652344
0.008123934268951416	0.08016109466552734	0.12718486785888672	0.00795823335647583	0.023578226566314697	0.15793222188949585	0.20353341102600098	0.04657146334648132	0.26069167256355286	0.02655845880508423				0.04842919111251831	0.033836305141448975	0.030928432941436768	0.09609723091125488	0.1294601559638977
0.08048439025878906	0.006544262170791626	0.03488641977310181	0.27835699915885925	0.021595358848571777							0.11186611652374268	0.010699033737182617	0.09552443027496338	0.17457139492034912	0.018658161163330078	0.056787967681884766	0.05222809314727783
0.050288647413253784	0.28469932079315186	0.034984588623046875	0.09127271175384521	0.034726619720458984	0.009313046932220459	0.06198626756668091	0.0596044659614563	0.0106964111328125	0.09438347816467285	0.06881189346313477	0.14945143461227417	0.048108577728271484	0.17596042156219482	0.18119144439697266	0.05460590124130249	0.05966228246688843	0.06137096881866455
0.09337127208709717	0.0322420597076416	0.05171734094619751	0.09537231922149658	0.06816214323043823	0.15569204092025757	0.03589057922363281	0.024118423461914062	0.06893140077590942	0.03149735927581787	0.08110851049423218	0.06668877601623535	0.05898839235305786	0.0020798444747924805	0.04853641986846924	0.04287022352218628	0.024491965770721436	0.013961374759674072
0.08422225713729858	0.0066964030265808105	0.004462540149688721	0.08065557479858398	0.02092301845550537	0.0033776164054870605	0.04614222049713135	0.0594327449798584	0.14486294984817505	0.13535243272781372	0.012382268905639648	0.05935513973236084	0.09380120038986206	0.13690674304962158	0.1537855863571167	0.23825323581695557	0.03389096260070801	0.042726218700408936
			0.24160097539424896	0.06245012581348419	0.25114575028419495	0.2285732924938202				0.02018362283706665	0.1155996322631836	0.04668623208999634	0.0930449366569519	0.045488953590393066	0.03700059652328491	0.006638646125793457	0.0026053190231323242
0.02849152684211731	0.08941006660461426	0.018777817487716675	0.14599692821502686	0.10827887058258057	0.24463734030723572	0.09742853045463562	0.10878953337669373				0.01714704930782318	0.40618498623371124	0.012521922588348389	0.12290090322494507	0.10334783792495728	0.20799541473388672	0.17037910223007202
0.012999460101127625	0.3699876666069031	0.07556325197219849	0.006597280502319336	0.04195910692214966	0.078219473361969	0.2851645201444626	0.14554230868816376	0.005053788423538208	0.11015108227729797	0.07776984572410583	0.18327084183692932	0.13698536157608032	0.030158579349517822	0.16786786913871765	0.18373709917068481	0.03340618312358856	0.026389241218566895
0.018832027912139893	0.015168309211730957	0.09207302331924438	0.07821720838546753	0.017474055290222168	0.00560915470123291	0.014007031917572021	0.06294035911560059	0.006431221961975098	0.04616272449493408	0.07588344812393188	0.06280672550201416	0.07236719131469727	0.07241666316986084	0.033398449420928955	0.02525395154953003	0.009467601776123047	0.017582356929779053
0.09561121463775635	0.08688992261886597	0.04518085718154907	0.07712650299072266	0.021622061729431152	0.033576011657714844	0.06892472505569458	0.04547560214996338	0.12004703283309937	0.09207838773727417	0.06409215927124023	0.009689748287200928	0.001471877098083496	0.02609306573867798	0.07731658220291138	0.05045992136001587	0.012826144695281982	0.06552141904830933
0.3872099071741104	0.28647078573703766	0.0389581024646759	0.06739094853401184	0.12608495354652405	0.10705211758613586	0.05369424819946289	0.07516703009605408	0.22888147830963135	0.0067596435546875	0.03854572772979736	0.0020576417446136475	0.03560829162597656	0.030076712369918823	0.1668224036693573	0.08568501472473145	0.052684128284454346	0.004292964935302734
0.09123104810714722	0.03339260816574097	0.383110374212265	0.08077913522720337	0.003563106060028076	0.1019282341003418	0.13674142956733704	0.28912654519081116	0.0847129225730896	0.09763896465301514	0.0592157244682312	0.0699889063835144	0.27449050545692444	0.0749380886554718	0.24619638919830322	0.07275277376174927	0.014913558959960938	0.1566639542579651
0.13864177465438843	0.1493716835975647	0.09810793399810791	0.024160563945770264	0.02581465244293213	0.08196544647216797	0.010719120502471924	0.05119585990905762	0.10576361417770386	0.027934491634368896	0.15228629112243652	0.06586697697639465	0.26312950253486633	0.13922768831253052	0.04044818878173828	0.08263462781906128	0.02464956045150757	0.05314141511917114
0.24121952056884766	0.008138775825500488	0.11735087633132935	0.03913569450378418	0.19344323873519897	0.12595289945602417	0.07066208124160767	0.01187145709991455	0.2149653434753418	0.05131983757019043	0.012708306312561035	0.07108181715011597	0.08576393127441406	0.08226162195205688	0.01960974931716919	0.05272942781448364	0.18405479192733765	0.2541051506996155
0.0174216628074646	0.005068957805633545	0.0006222128868103027	0.01169586181640625	0.08941411972045898	0.007219970226287842	0.00381314754486084	0.05845820903778076	0.11867731809616089	0.02738010883331299	0.18800675868988037	0.10451644659042358	0.025046110153198242	0.1560402512550354	0.059410274028778076	0.07923591136932373	0.001583695411682129	0.17095625400543213
0.17690742015838623	0.027978181838989258	0.054193854331970215	0.030885934829711914	0.017915725708007812	0.012411236763000488	0.012106239795684814	0.06678104400634766	0.12515801191329956	0.013553023338317871	0.04171907901763916	0.022648394107818604	0.011325597763061523	0.024915993213653564	0.00046175718307495117	0.025701940059661865	0.022235214710235596	0.031133949756622314
0.11872678995132446	0.014965593814849854	0.03302347660064697	0.032998859882354736	0.001143336296081543	0.004889786243438721	0.052481234073638916	0.023494601249694824	0.04543030261993408	0.013006627559661865	0.008286833763122559	0.01100832223892212	0.013484776020050049	0.08073580265045166	0.01965123414993286	0.04839235544204712	0.023153066635131836	0.03409528732299805
0.015053749084472656	0.06314945220947266	0.1300525665283203	0.103096604347229	0.23015519976615906	0.04409095644950867	0.3873979449272156	0.08357185125350952	0.2890590727329254	0.09746429324150085	0.09566718339920044	0.3382682800292969	0.028617560863494873	0.352811723947525	0.21229584515094757	0.27646760642528534	0.04481479525566101	0.22290191054344177
0.16482514142990112	0.035931169986724854	0.01502808928489685	0.11897522211074829	0.36139199137687683	0.03261452913284302	0.002385258674621582	0.16674059629440308	0.08433479070663452	0.01562732458114624	0.02162030339241028	0.3168369233608246				0.06480851769447327	0.2760666608810425	0.028051137924194336
0.2622374892234802	0.09823864698410034	0.04998964071273804	0.044370412826538086	0.07428467273712158	0.06590837240219116	0.011187493801116943	0.03985786437988281							0.03507429361343384	0.030950427055358887	0.021765053272247314	0.003418445587158203
	0.08331793546676636	0.13452327251434326	0.19050157070159912	0.03802907466888428	0.007031083106994629	0.08052736520767212	0.03846728801727295	0.06103700399398804	0.03896993398666382	0.04136991500854492	0.03360128402709961	0.08833587169647217	0.06918087601661682	0.2724362909793854	0.01256716251373291	0.06814879179000854	0.08356702327728271
